ens_gene,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq
WBGene00195468,F53H10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00048149,21ur-2593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00195775,T05A6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00048752,21ur-1757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00050304,21ur-4322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00050288,21ur-3966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00195015,H05L03.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00198063,H05L03.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00195014,H05L03.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00050213,21ur-2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00050190,21ur-832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00050222,21ur-4489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00050218,21ur-1891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00050243,21ur-5070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00050277,21ur-1743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00018888,F55F1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00196317,F55F1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00197383,F55F1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00172056,21ur-11978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00201484,F36D1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00198283,F55F1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00199521,F55F1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00045179,F01G10.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00202054,F57B7.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00199248,F57B7.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00199481,F57B7.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00201034,F57B7.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00201502,F57B7.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00195847,Y52E8A.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00005787,srw-40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00165994,21ur-13429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00165989,21ur-12621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00165883,21ur-15210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00165880,21ur-9356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00165935,21ur-10129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00165919,21ur-10838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00165943,21ur-8831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00165941,21ur-11204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00165980,21ur-7130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00165977,21ur-14240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00003325,mir-232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00005264,srh-41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00022483,srz-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00022481,srz-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00005266,srh-43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00005265,srh-42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00005037,sra-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00047908,21ur-3609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00047920,21ur-61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00047950,21ur-497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00174167,21ur-8568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00047959,21ur-3539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00047967,21ur-4734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00047969,21ur-1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00047974,21ur-304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00047987,21ur-1010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00047995,21ur-2558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00169648,21ur-13748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00046133,21ur-2638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00045783,21ur-447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00045745,21ur-805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00045579,21ur-213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00047047,21ur-3067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00198208,Y53H1C.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00197253,Y13C8A.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00005047,sra-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00017295,F09E10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00017296,F09E10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00023205,Y119D3B.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00174576,21ur-10574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00171621,21ur-15078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00023128,T03G6.t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00010824,M01G12.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00019722,M02A10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00169755,21ur-6641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00199151,ZK994.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00200673,ZK994.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00050955,C14A6.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00045348,C14A6.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00219560,linc-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00077447,C14A6.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00077642,C14A6.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00219798,C04F12.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00047516,21ur-4743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00047434,21ur-2807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00047421,21ur-3248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00047058,21ur-5111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00046908,21ur-5174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00046780,21ur-5224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00046722,21ur-4914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00046645,21ur-3208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00047824,21ur-1071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00047521,21ur-3362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00202378,F37B12.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00200154,F37B12.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00199864,F37B12.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00200632,F37B12.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00200193,F37B12.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00195897,Y41G9A.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00166186,21ur-12946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00220158,Y41G9A.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00201038,Y41G9A.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00196294,Y41G9A.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00169986,21ur-9137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168956,21ur-12669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00170749,21ur-15654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00170578,21ur-11917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00166784,21ur-15659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00170043,21ur-9740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00016696,srbc-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00006281,str-255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00170920,21ur-15403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00016694,C45H4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00006117,str-52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00016692,srbc-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00045799,21ur-2826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00049948,21ur-4791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00200969,B0273.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00199932,B0273.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00199390,B0273.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00175021,21ur-12014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00206473,B0273.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00202409,B0273.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00174075,21ur-11790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00173660,21ur-14608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00173615,21ur-12311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00173394,21ur-8115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00174303,21ur-10859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00174281,21ur-14811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00172077,21ur-13149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00172053,21ur-11949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00202037,W09C2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00194867,W09C2.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00172045,21ur-6339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00172041,21ur-9973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00172015,21ur-11681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00172009,21ur-14460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00003279,mir-51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00045787,21ur-3818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00011170,R09D1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00197140,F29D10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00199362,F29D10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00201958,F56C3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00020178,T02H6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00167286,21ur-12451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00044558,F56C3.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00166542,21ur-8520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00166620,21ur-6069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00199596,C49F8.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00199043,C49F8.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00201672,C49F8.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00201078,C49F8.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00169426,21ur-15109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00169458,21ur-10245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168733,21ur-5584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00169268,21ur-6172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168164,21ur-6996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168214,21ur-14714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00167841,21ur-8432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168077,21ur-9825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00166485,21ur-11925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00198651,C30F12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00166441,21ur-15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00045958,21ur-4106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00201250,C09H10.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00008009,fbxa-171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00008014,fbxa-172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00008015,fbxa-174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00008012,fbxa-133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00050063,21ur-3623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00049571,21ur-2937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00197338,F39H12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00173912,21ur-15632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00199497,R155.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00219411,T14G12.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00198665,T14G12.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00174110,21ur-8167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00046687,21ur-3049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00046591,21ur-3157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00045561,21ur-4184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00045006,R05A10.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00045994,21ur-5323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00200164,T14G10.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00046080,21ur-1426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00046009,21ur-2849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00046349,21ur-1886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00046141,21ur-487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00201209,F32B4.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00201737,F32B4.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00219929,F32B4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00022958,C42D8.t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00196967,F14B8.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00197573,F14B8.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00198330,F14B8.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00198616,F14B8.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00049586,21ur-307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00014498,T02G6.t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00014361,F31B12.t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00167554,21ur-13354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00167450,21ur-8708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00167582,21ur-6675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00167557,21ur-12116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00167858,21ur-12228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00167845,21ur-9737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168360,21ur-15314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00167970,21ur-13008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168719,21ur-9794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168475,21ur-9551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00015221,B0507.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00171683,21ur-10241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00202001,ZK721.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00171461,21ur-12815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00219584,linc-162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00004845,sls-2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00173109,21ur-10651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00171655,21ur-6894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00171651,21ur-9513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00008024,C39B10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00008966,F20B10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00197274,F20B10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00196450,F20B10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00172330,21ur-12269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00174089,21ur-11492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00198688,F28E10.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00199446,F28E10.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00197376,F28E10.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00197472,F28E10.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00200207,F28E10.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00202272,F28E10.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00201574,Y67D8C.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00202403,Y67D8C.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00219789,B0511.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00018186,F38E9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00197737,F38E9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00199440,F38E9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00199842,F38E9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00014492,R166.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00171743,21ur-9464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00171918,21ur-13922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00165630,21ur-6417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00171143,21ur-10107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00171361,21ur-11286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00171439,21ur-5916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00171491,21ur-15334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00172068,21ur-15412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00172527,21ur-10773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00165592,21ur-13527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00165564,21ur-15688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168691,21ur-15132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168685,21ur-8821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168681,21ur-13176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168679,21ur-9415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168647,21ur-7705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168621,21ur-8483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168617,21ur-9625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168608,21ur-11698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168594,21ur-10279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00220169,Y48B6A.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00201870,F12D9.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00201544,F12D9.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00200990,F12D9.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00200065,F12D9.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00199545,F12D9.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00198306,F12D9.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00198186,F12D9.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00196597,F12D9.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00202357,F12D9.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00200681,Y38F2AL.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00201693,Y38F2AL.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00169952,21ur-11257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168598,21ur-11312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168934,21ur-8233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168338,21ur-11232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168486,21ur-7641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00169021,21ur-14897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00169662,21ur-13993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168992,21ur-7345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168996,21ur-9776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00195157,C12D8.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00196248,R09F10.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00198106,R09F10.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00198498,R09F10.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00199134,R09F10.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00005239,srh-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00005238,srh-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00174211,21ur-15115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00195479,R09F10.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00200111,R09F10.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00170721,21ur-9579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00198855,F59G1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00169770,21ur-11043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00011079,R07B1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00170011,21ur-8068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00199818,Y38H6A.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00023468,B0412.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00044939,B0412.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00174854,21ur-7108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00014423,K06A4.t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168783,21ur-7978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00168033,21ur-6816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00167109,21ur-7092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00166915,21ur-13587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00166658,21ur-8548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00166527,21ur-6983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00167847,21ur-9684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00167814,21ur-10446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00167758,21ur-14686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00167352,21ur-5737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00170426,21ur-12969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene00219871,E01A2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
